"Time [s]","L(Winding1,Winding1) []"
0.614,8.07046467129584
0.616,8.09043168180627
0.618,8.11732012265402
0.62,8.15375793626714
0.622,8.20110032038361
0.624,8.24720682288192
0.626,8.29998134452517
0.628,8.3748171863035
0.63,8.47310473349609
0.632,8.61169886958606
0.634,8.78695572798509
0.636,9.0033447079138
0.638,9.30634914054658
0.64,9.69953294937702
0.642,10.1236657441577
0.644,10.5903237264003
0.646,11.1312620623848
0.648,11.6515142966894
0.65,12.2606299632288
0.652,12.8781849008519
0.654,13.5608805172906
0.656,14.2597109921031
0.658,15.0375835941128
0.66,15.7958515464242
0.662,16.630363484489
0.664,17.4988830476535
0.666,18.3823786579329
0.668,19.317503437179
0.67,20.297649228676
0.672,21.2975533507162
0.674,22.3168693822459
0.676,23.3793207622316
0.678,24.456121504782
0.68,25.5213050605633
0.682,26.5045467188563
0.684,27.0859152230188
0.686,26.9265291937391
0.688000000000001,26.1370542267209
0.690000000000001,25.1202748956201
0.692000000000001,24.0439734991896
0.694000000000001,22.9623857490076
0.696000000000001,21.8986856741919
0.698000000000001,20.8765836894813
0.700000000000001,19.8909719989867
0.702000000000001,18.9544440658377
0.704000000000001,18.0064466894898
0.706000000000001,17.1180555634923
0.708000000000001,16.2900197990592
0.710000000000001,15.4519857073845
0.712000000000001,14.6795490555368
0.714000000000001,13.9463757010631
0.716000000000001,13.2374513086804
0.718000000000001,12.5944116160997
0.720000000000001,11.95004403039
0.722000000000001,11.3729910214292
0.724000000000001,10.830573464203
0.726000000000001,10.3185509227964
0.728000000000001,9.87339615026844
0.730000000000001,9.43381203309009
0.732000000000001,9.08803835434134
0.734000000000001,8.83184026207689
0.736000000000001,8.63958377884258
0.738000000000001,8.48014601446292
0.740000000000001,8.36831954565757
0.742000000000001,8.28648904806765
0.744000000000001,8.2350771163462
0.746000000000001,8.17484982370006
0.748000000000001,8.12772568543736
0.750000000000001,8.09312165355141
0.752000000000001,8.06879385101574
0.754000000000001,8.05397819829405
0.756000000000001,8.04497174208194
0.758000000000001,8.02848089603829
0.760000000000001,8.02094041979408
0.762000000000001,8.02001655153659
0.764000000000001,8.02511937973334
0.766000000000001,8.03913644860885
0.768000000000001,8.05368626556708
0.770000000000001,8.06477149874489
0.772000000000001,8.08561346345218
0.774000000000001,8.11634594155462
0.776000000000001,8.15913363777096
0.778000000000001,8.21866733212
0.780000000000001,8.26772364651911
0.782000000000001,8.33999992241749
0.784000000000001,8.43929935043076
0.786000000000001,8.57889188082263
0.788000000000001,8.76733140515253
0.790000000000001,8.99316451531364
0.792000000000001,9.31415172569285
0.794000000000001,9.73184900776366
0.796000000000001,10.1729444371799
0.798000000000001,10.6646610283558
0.800000000000001,11.2189829261647
0.802000000000001,11.7713373856071
0.804000000000001,12.4157720344071
0.806000000000001,13.0388470358422
0.808000000000001,13.7534577415336
0.810000000000001,14.4634430446547
0.812000000000001,15.2446247978797
0.814000000000001,16.046370328814
0.816000000000001,16.8874953970493
0.818000000000001,17.7851045195666
0.820000000000001,18.6975325152499
0.822000000000001,19.6428861480569
0.824000000000001,20.6317109947603
0.826000000000001,21.6623310707607
0.828000000000001,22.7297551804846
0.830000000000001,23.7870523837819
0.832000000000001,24.86454052124
0.834000000000001,25.9082030692889
0.836000000000001,26.7958560253425
0.838000000000001,27.1034159978819
0.840000000000001,26.6526236893482
0.842000000000001,25.7186117458359
0.844000000000001,24.6539038162175
0.846000000000001,23.5695940323122
0.848000000000001,22.5018578737541
0.850000000000001,21.4746899633875
0.852000000000001,20.4368067728118
0.854000000000001,19.4421575700767
0.856000000000001,18.4911480827266
0.858000000000001,17.6011506120529
0.860000000000001,16.6972112511425
0.862000000000001,15.8471282185951
0.864000000000001,15.0673604032908
0.866000000000001,14.2702033354198
0.868000000000001,13.5493691082805
0.870000000000001,12.8455860763301
0.872000000000001,12.20057973417
0.874000000000001,11.5726408246568
0.876000000000001,11.0176903147445
0.878000000000001,10.4635763919752
0.880000000000001,9.97849698757718
0.882000000000001,9.51352580821527
0.884000000000001,9.12903041581575
0.886000000000001,8.84310996731483
0.888000000000001,8.63185773105109
0.890000000000001,8.46159156010788
0.892000000000001,8.34396979682399
0.894000000000001,8.26198964836608
0.896000000000001,8.20351365781534
0.898000000000001,8.14065097753732
0.900000000000001,8.09727060996982
0.902000000000001,8.06802516038749
0.904000000000001,8.0525928053579
0.906000000000001,8.03685684764532
0.908000000000001,8.02315110643224
0.910000000000001,8.01978170923579
0.912000000000001,8.02488341323528
0.914000000000001,8.04090098492434
0.916000000000001,8.05493968914474
0.918000000000001,8.07357459856814
0.920000000000001,8.10476582420614
0.922000000000001,8.15117339059182
0.924000000000001,8.21778955088591
0.926000000000001,8.27504226699696
0.928000000000001,8.36245527152366
0.930000000000001,8.48492201246645
0.932000000000001,8.66758599080845
0.934000000000001,8.88310586747282
0.936000000000001,9.18897755655908
0.938000000000001,9.59656102249674
0.940000000000001,10.0605897571118
0.942000000000001,10.5590524863204
0.944000000000001,11.1336576415896
0.946000000000001,11.6876878582021
0.948000000000001,12.3372134639856
0.950000000000001,12.9794481547738
0.952000000000001,13.7047540354366
0.954000000000001,14.4283839379185
0.956000000000001,15.2228512060534
0.958000000000001,16.033261696744
0.960000000000001,16.8867847106068
0.962000000000001,17.7951065861149
0.964000000000001,18.7208365838915
0.966000000000001,19.6758430492216
0.968000000000001,20.6750590793649
0.970000000000001,21.7135771668634
0.972000000000001,22.7910811989958
0.974000000000001,23.8683893231917
0.976000000000001,24.9516778595541
0.978000000000001,25.9950742471834
0.980000000000001,26.8563431906704
0.982000000000001,27.0939205474962
0.984000000000001,26.5720582683946
0.986000000000001,25.6030343553781
0.988000000000001,24.5280422811216
0.990000000000001,23.4324779105091
0.992000000000001,22.3523377946061
0.994000000000001,21.312926406992
0.996000000000001,20.293065622269
0.998000000000001,19.2866918253505
1,18.3285523830107
