"Time [ns]","Moving1.Position [deg]","L(Winding1,Winding1) [deg]"
626000000,189.929914240283,18.6687576953962
628000000,193.651628841534,19.508209180316
630000000,197.510422513139,20.3607350272583
632000000,201.503648579104,21.1725528578788
634000000,205.628424372297,21.9832062798221
636000000,209.880936987052,22.7376696536794
638000000,214.254746305383,23.3881535548643
640000000,218.737774513186,23.930274031828
642000000,223.302787875501,24.2409236991006
644000000,227.891926043751,24.1950369996848
646000000,232.439545280643,23.8142986253236
648000000,236.896720245279,23.2392367634173
650000000,241.241808227842,22.5531105207605
652000000,245.46478400073,21.7749818941834
654000000,249.56013165528,20.9520732126399
656000000,253.524645075103,20.1224705078484
658000000,257.356106084202,19.2960512869582
660000000,261.052301238217,18.4469508920821
662000000,264.611353577314,17.625224365296
664000000,268.032576765855,16.8378485932598
666000000,271.31517785846,16.0486593014325
668000000,274.457496210897,15.2809040221485
670000000,277.459168484675,14.574587401515
672000000,280.319807795209,13.8479800935478
674000000,283.038380927296,13.189289634534
676000000,285.614486163294,12.5398084609976
678000000,288.047328285383,11.9527094060058
680000000,290.33661653245,11.3633102571226
682000000,292.481976926511,10.8553030541195
684000000,294.48367169826,10.3277123635535
686000000,296.341251062612,9.8686635999878
688000000.000001,298.055373384574,9.44237814099332
690000000.000001,299.628790639211,9.05474556589987
692000000.000001,301.072188435663,8.75884795878139
694000000.000001,302.404927568441,8.55147757426982
696000000.000001,303.648518766739,8.36805065005655
698000000.000001,304.822322846644,8.23735660737268
700000000.000001,305.941610641481,8.14390787983644
702000000.000001,307.017247783446,8.08139611879991
704000000.000001,308.057090388498,8.02434543714324
706000000.000001,309.067830763086,7.97243113677251
708000000.000001,310.055297048068,7.93539287486156
710000000.000001,311.024380276084,7.90971400662576
712000000.000001,311.979278773097,7.8953987336311
714000000.000001,312.923687431892,7.88290328021462
716000000.000001,313.86097777293,7.86868818108113
718000000.000001,314.79440101325,7.86327337319175
720000000.000001,315.727141375861,7.86541232186276
722000000.000001,316.662351174347,7.87456700153535
724000000.000001,317.603232326206,7.89442623833921
726000000.000001,318.553069656129,7.90292975311867
728000000.000001,319.515387739081,7.92352491991858
730000000.000001,320.494113415087,7.95469321100877
732000000.000001,321.493795598239,7.99918740901086
734000000.000001,322.519863044249,8.06260221951986
736000000.000001,323.578622711415,8.11238271542413
738000000.000001,324.677213987683,8.19152023823629
740000000.000001,325.824837002568,8.30022674934539
742000000.000001,327.034250667883,8.45791564165383
744000000.000001,328.323056493956,8.65015944992016
746000000.000001,329.71304417922,8.90765384145013
748000000.000001,331.226542956623,9.25709471724639
750000000.000001,332.87958967853,9.67827102807861
752000000.000001,334.677508076716,10.1143233084929
754000000.000001,336.621252681148,10.6109931101264
756000000.000001,338.710887521238,11.1270340868127
758000000.000001,340.946201360023,11.682513621853
760000000.000001,343.327236942663,12.2888465604662
762000000.000001,345.853292179911,12.9037651971851
764000000.000001,348.524043269202,13.569981699942
766000000.000001,351.338891438529,14.25929123414
768000000.000001,354.296995951925,14.9767323916716
770000000.000001,357.397889454126,15.757392804964
772000000.000001,0.6403608818948,16.5083029877879
774000000.000001,4.02380777064328,17.3092401393799
776000000.000001,7.54744480049235,18.1453892358029
778000000.000001,11.2098579170011,18.9600680468188
780000000.000001,15.0096390859053,19.8003836063574
782000000.000001,18.9454392080486,20.6437755662034
784000000.000001,23.015171319963,21.4896338791257
786000000.000001,27.215675219623,22.2900437613149
788000000.000001,31.542034181711,23.0021925864011
790000000.000001,35.9861010138213,23.6102844163632
792000000.000001,40.5313792725396,24.0840612067435
794000000.000001,45.1398732163433,24.2570748584933
796000000.000001,49.7468383359068,24.0603360170906
798000000.000001,54.2891234804777,23.5775192620895
800000000.000001,58.7303600070201,22.9594672461948
802000000.000001,63.0548380996903,22.2378285561547
804000000.000001,67.2547106508093,21.4390541472628
806000000.000001,71.3252371561348,20.5899551817038
808000000.000001,75.2632428322429,19.740977276628
810000000.000001,79.0667290745616,18.8954376492584
812000000.000001,82.7342791187494,18.0786496726616
814000000.000001,86.2645653867229,17.2431324242498
816000000.000001,89.656075436385,16.437706693428
818000000.000001,92.9082665808674,15.6725604701583
820000000.000001,96.0203041668544,14.9020137191412
822000000.000001,98.9910594771658,14.1762351959259
824000000.000001,101.820057089623,13.489051710492
826000000.000001,104.506651592655,12.8158374195389
828000000.000001,107.050356239293,12.2063919429372
830000000.000001,109.450725325152,11.5849815366679
832000000.000001,111.707150077638,11.0315614425732
834000000.000001,113.81955989304,10.497506874198
836000000.000001,115.787654449791,10.001243237315
838000000.000001,117.612158172058,9.56280539050079
840000000.000001,119.295439444253,9.13020161445872
842000000.000001,120.845751258658,8.80072912743435
844000000.000001,122.282114203167,8.56794752426131
846000000.000001,123.62729550986,8.3703988681099
848000000.000001,124.902274697245,8.22991587397253
850000000.000001,126.123503351828,8.13128920511847
852000000.000001,127.302477290031,8.07045300598378
854000000.000001,128.447442215984,8.00223692257919
856000000.000001,129.565609700569,7.9521759733391
858000000.000001,130.663029719683,7.9183786000439
860000000.000001,131.744737831589,7.89754732925174
862000000.000001,132.815075066007,7.88551986880466
864000000.000001,133.877906794318,7.86863202435952
866000000.000001,134.936931141626,7.86331902575298
868000000.000001,135.99575932957,7.86714441023086
870000000.000001,137.057981655896,7.88327022936218
872000000.000001,138.127271418835,7.89767580635261
874000000.000001,139.207467597629,7.91603406159714
876000000.000001,140.302806949058,7.94794045067323
878000000.000001,141.418222386351,7.99558448681645
880000000.000001,142.559640977586,8.06342956969292
882000000.000001,143.7340563845,8.12251577080728
884000000.000001,144.949565770453,8.21544450845828
886000000.000001,146.216989417627,8.34607415700373
888000000.000001,147.551649155091,8.54215566139298
890000000.000001,148.974139188871,8.76134804469704
892000000.000001,150.508613967216,9.08266113574164
894000000.000001,152.176293760002,9.50173155851913
896000000.000001,153.987387715759,9.94421716049372
898000000.000001,155.94397657715,10.433998437966
900000000.000001,158.046600327084,10.974183803683
902000000.000001,160.294838702515,11.5198594206092
904000000.000001,162.688824083974,12.1435419493758
906000000.000001,165.227723483259,12.7477975011037
908000000.000001,167.911476862565,13.425824847757
910000000.000001,170.739324004766,14.1075684068365
912000000.000001,173.710715328724,14.8386674728681
914000000.000001,176.825072329455,15.6030967601953
916000000.000001,180.081361200389,16.375714395897
918000000.000001,183.479147170062,17.1871743949758
920000000.000001,187.017434694955,18.0141668322647
922000000.000001,190.694721215471,18.8410699106221
924000000.000001,194.509821395731,19.6907391299552
926000000.000001,198.461475704052,20.547675621813
928000000.000001,202.54735442714,21.4019257046681
930000000.000001,206.764324600632,22.2016901863259
932000000.000001,211.107689825076,22.9326446266419
934000000.000001,215.56967886512,23.5582843956564
936000000.000001,220.134903528162,24.0537613772332
938000000.000001,224.767870941251,24.2565737122179
940000000.000001,229.40430817309,24.0863620860411
942000000.000001,233.98004973548,23.6164359564086
944000000.000001,238.456295389447,23.0033966421245
946000000.000001,242.816361912884,22.2850410863466
948000000.000001,247.052058414653,21.4767574396169
950000000.000001,251.158512707591,20.6232631952549
952000000.000001,255.132550056829,19.7698367756376
954000000.000001,258.972185590257,18.9172547181812
956000000.000001,262.675969798287,18.0934854356109
958000000.000001,266.242517609086,17.2480565175966
960000000.000001,269.670268286262,16.4343924016096
962000000.000001,272.958675766331,15.6593797043692
964000000.000001,276.106882788993,14.8816041408021
966000000.000001,279.113763093545,14.1452157026538
968000000.000001,281.978843422598,13.4516935386924
970000000.000001,284.701534040994,12.7676035751789
972000000.000001,287.281298607166,12.1553124914736
974000000.000001,289.717821243182,11.5188514430171
976000000.000001,292.010418281037,10.9626125147867
978000000.000001,294.159104469512,10.4096838558846
980000000.000001,296.163551698224,9.91132881623239
982000000.000001,298.024501995073,9.45069606286923
984000000.000001,299.744953884613,9.02932573521185
986000000.000001,301.33699117394,8.71207948821965
988000000.000001,302.822512723668,8.48569763659671
990000000.000001,304.225454502842,8.29846360588863
992000000.000001,305.566432840523,8.17247628171608
994000000.000001,306.86025070537,8.08838977851679
996000000.000001,308.117156545938,8.02066305154294
998000000.000001,309.345294802087,7.96069915377366
1000000000,310.551545245358,7.92115992284442
